Name	Description	p-value	q-value	pheontype	genes
 GO:0006612	protein targeting to membrane	9e-34	9e-34	1	SEC62,SEC63,RPS5,RPL3,SRP54,ATG4A,SEC61B,RPL28,RPL19,RPL34,SPCS2,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,SEC11C,SRP68,SRP72,RPL35A,SRPR,CIB1,RPL37A,RPS29,ANK1,RPL26L1,SEC61A1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,SSR3,RPS15,RPS25,RPN2,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPN1,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,SSR4,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPN2,RPS10,SSR1,SPCS3,RPS4Y1,SEC11A,RPL13A,RPL9,RPN1,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,DDOST,RPL17
 GO:0006613	cotranslational protein targeting to membrane	1.78e-43	1.78e-43	1	SEC62,SEC63,RPS5,RPL3,SRP54,SEC61B,RPL28,RPL19,RPL34,SPCS2,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,SEC11C,SRP68,SRP72,RPL35A,SRPR,RPL37A,RPS29,RPL26L1,SEC61A1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,SSR3,RPS15,RPS25,RPN2,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPN1,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,SSR4,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPN2,RPS10,SSR1,SPCS3,RPS4Y1,SEC11A,RPL13A,RPL9,RPN1,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,DDOST,RPL17
 GO:0006614	SRP-dependent cotranslational protein targeting to membrane	3.74e-44	3.74e-44	1	SEC63,RPS5,RPL3,SRP54,SEC61B,RPL28,RPL19,RPL34,SPCS2,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,SEC11C,SRP68,SRP72,RPL35A,SRPR,RPL37A,RPS29,RPL26L1,SEC61A1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,SSR3,RPS15,RPS25,RPN2,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPN1,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,SSR4,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPN2,RPS10,SSR1,SPCS3,RPS4Y1,SEC11A,RPL13A,RPL9,RPN1,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,DDOST,RPL17
 GO:0044033	multi-organism metabolic process	3.31e-24	3.31e-24	1	RPS5,RPL3,USF2,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,JUN,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 GO:0019080	viral gene expression	6.53e-25	6.53e-25	1	RPS5,RPL3,USF2,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,JUN,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 GO:0019083	viral transcription	6.12e-26	6.12e-26	1	RPS5,RPL3,USF2,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,JUN,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 GO:0006414	translational elongation	2.93e-29	2.93e-29	1	RPS5,RPL3,EEF1D,RPL28,RPL19,RPL34,RPL23,RPL36,MRPL35,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,GADD45GIP1,RPL35A,RPL37A,MRPL38,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,MRPL19,RPS25,RPL21,RPL5,RPS10,RPL27,EIF5A,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,EEF1G,RPL18,RPL31,MRPS34,MRPL28,RPL6,RPLP0,RPL24,RPS10,MRPS26,RPS4Y1,MRPS9,RPL13A,MRPL49,RPL9,RPL27A,MRPL13,RPL15,RPLP2,MRPS23,RPL14,RPL12,RPS4X,MRPL23,RPS18,MRPS17,RPL17
 GO:0032984	macromolecular complex disassembly	1.79e-19	1.79e-19	1	RPS5,CHMP2B,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,MRPL35,RPS6,EIF2D,RPS27A,RPS3A,RPL37,EPS8,RPL30,RPL8,CHMP4C,MOS,GADD45GIP1,RPL35A,CIB1,RPL37A,MRPL38,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,MRPL19,RPS25,MTRF1,RPL21,RPL5,RPS10,RPL27,HRSP12,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,APEH,RPS14,MID1IP1,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,KIF4B,RPS18,RPS28,SCIN,RPL18,RPL31,MRPS34,MRPL28,RPL6,RPLP0,EZR,RAB11A,RPL24,RPS10,MRPS26,RPS4Y1,MRPS9,RPL13A,MRPL49,RPL9,RPL27A,MRPL13,RPL15,RPLP2,MRPS23,RPL14,RPL12,RPS4X,MRPL23,RPS18,MRPS17,RPL17
 GO:0043241	protein complex disassembly	4.91e-20	4.91e-20	1	RPS5,CHMP2B,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,MRPL35,RPS6,RPS27A,RPS3A,RPL37,EPS8,RPL30,RPL8,CHMP4C,MOS,GADD45GIP1,RPL35A,CIB1,RPL37A,MRPL38,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,MRPL19,RPS25,MTRF1,RPL21,RPL5,RPS10,RPL27,HRSP12,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,APEH,RPS14,MID1IP1,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,KIF4B,RPS18,RPS28,SCIN,RPL18,RPL31,MRPS34,MRPL28,RPL6,RPLP0,EZR,RAB11A,RPL24,RPS10,MRPS26,RPS4Y1,MRPS9,RPL13A,MRPL49,RPL9,RPL27A,MRPL13,RPL15,RPLP2,MRPS23,RPL14,RPL12,RPS4X,MRPL23,RPS18,MRPS17,RPL17
 GO:0043624	cellular protein complex disassembly	2.41e-21	2.41e-21	1	RPS5,CHMP2B,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,MRPL35,RPS6,RPS27A,RPS3A,RPL37,EPS8,RPL30,RPL8,CHMP4C,MOS,GADD45GIP1,RPL35A,CIB1,RPL37A,MRPL38,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,MRPL19,RPS25,MTRF1,RPL21,RPL5,RPS10,RPL27,HRSP12,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,APEH,RPS14,MID1IP1,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,KIF4B,RPS18,RPS28,SCIN,RPL18,RPL31,MRPS34,MRPL28,RPL6,RPLP0,EZR,RAB11A,RPL24,RPS10,MRPS26,RPS4Y1,MRPS9,RPL13A,MRPL49,RPL9,RPL27A,MRPL13,RPL15,RPLP2,MRPS23,RPL14,RPL12,RPS4X,MRPL23,RPS18,MRPS17,RPL17
 GO:0006415	translational termination	4.1e-32	4.1e-32	1	RPS5,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,MRPL35,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,GADD45GIP1,RPL35A,RPL37A,MRPL38,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,MRPL19,RPS25,MTRF1,RPL21,RPL5,RPS10,RPL27,HRSP12,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,APEH,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,MRPS34,MRPL28,RPL6,RPLP0,RPL24,RPS10,MRPS26,RPS4Y1,MRPS9,RPL13A,MRPL49,RPL9,RPL27A,MRPL13,RPL15,RPLP2,MRPS23,RPL14,RPL12,RPS4X,MRPL23,RPS18,MRPS17,RPL17
 GO:0006401	RNA catabolic process	4.72e-23	4.72e-23	1	RPS5,PABPC4,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,TNKS1BP1,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,LIN28A,CNOT6L,RPL13A,RPL9,RPL27A,RPL15,LSM1,RPLP2,LIN28B,RPL14,RPL12,RPS4X,RPS18,RPL17
 GO:0006402	mRNA catabolic process	5.3e-25	5.3e-25	1	RPS5,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,TNKS1BP1,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,CNOT6L,RPL13A,RPL9,RPL27A,RPL15,LSM1,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17,RPS20,EIF3E,MAGOHB,NCBP2,RPS4Y1,LSM7,LSM4,RPS15A,RQCD1,MAGOH,LSM6,POLR2G,RPL4,RPS23,RPL10A
 GO:0000956	nuclear-transcribed mRNA catabolic process	6.12e-26	6.12e-26	1	RPS5,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,TNKS1BP1,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,CNOT6L,RPL13A,RPL9,RPL27A,RPL15,LSM1,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17,RPS20,EIF3E,MAGOHB,NCBP2,RPS4Y1,LSM7,LSM4,RPS15A,RQCD1,MAGOH,LSM6,POLR2G,RPL4,RPS23,RPL10A
 GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	6.01e-35	6.01e-35	1	RPS5,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 KEGG:04141	Protein processing in endoplasmic reticulum	9.87e-05	9.87e-05	1	SEC62,SEC63,SEC61A2,SEL1L,ERO1LB,DERL3,XBP1,SEC23B,DNAJC3,SEC61B,MAN1A1,RRBP1,OS9,UGGT1,SEC31A,HYOU1,SEC24D,PDIA4,HSPA5,SEC61A1,EIF2AK1,SEC23A,SEC24A,SSR3,RPN2,STT3A,CKAP4,PDIA6,SAR1B,RPN1,RAD23A,SSR4,P4HB,HSPA5,ERLEC1,SEL1L,LMAN1,ERP29,GANAB,TUSC3,MOGS,MAN1C1,RPN2,SSR1,CANX,DAD1,PDIA6,AMFR,RPN1,HSP90B1,PDIA3,LMAN2,CALR,P4HB,MAN1A2,DDOST
 KEGG:03010	Ribosome	1.5e-30	1.5e-30	1	RPS5,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,MRPL35,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL22L1,RPL10L,RPL36AL,RPL35A,RPS27L,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,MRPL19,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPS10-NUDT3,RPL18,RPL31,MRPL28,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,MRPS9,RPL13A,RPL9,RPL27A,MRPL13,RPL15,RPLP2,RPL14,RPL12,RPS4X,MRPL23,RPS18,MRPS17,RPL17,RPS10-NUDT3
 REAC:168254	Influenza Infection	3.16e-27	3.16e-27	1	RPS5,RPL3,DNAJC3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,CANX,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,CALR,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:168255	Influenza Life Cycle	1.06e-28	1.06e-28	1	RPS5,RPL3,DNAJC3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,CANX,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,CALR,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:168273	Influenza Viral RNA Transcription and Replication	7.11e-30	7.11e-30	1	RPS5,RPL3,DNAJC3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:192823	Viral mRNA Translation	6.26e-39	6.26e-39	1	RPS5,RPL3,DNAJC3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:72312	rRNA processing	5.44e-21	5.44e-21	1	RIOK2,RPS5,RPL3,RIOK3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,NHP2,RPL30,RPL8,RPL35A,RPS27L,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:6791226	Major pathway of rRNA processing in the nucleolus	5.59e-25	5.59e-25	1	RIOK2,RPS5,RPL3,RIOK3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL35A,RPS27L,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:927802	Nonsense-Mediated Decay (NMD)	7.48e-34	7.48e-34	1	RPS5,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	7.48e-34	7.48e-34	1	RPS5,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	1.27e-37	1.27e-37	1	RPS5,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
 REAC:2980736	Peptide hormone metabolism	2.19e-07	2.19e-07	1	ERO1LB,CPE,GCG,SPCS2,INS-IGF2,CPB1,SLC30A8,SEC11C,CTNNB1,PCSK1,INS,LHB,CGB,GCG,ACE2,CGA,AGT,ENPEP,CPB1,GHRL,GIP,ACE,CDX2,ANPEP,CGB5,CGB7,MME,DPP4,CGB8,LHB,CGB,INHBA,SPCS3,CGA,SEC11A,CGB5,CGB7,DPP4,CGB8,GH1
 REAC:72766	Translation	3.67e-35	3.67e-35	1	SEC61A2,RPS5,RPL3,EIF3D,SRP54,EIF3J,EEF1D,SEC61B,RPL28,RPL19,RPL34,SPCS2,EIF2B2,RPL23,EIF2S2,RPL36,RPS6,RPS27A,EIF2B5,RPS3A,RPL37,RPL30,RPL8,SEC11C,SRP68,EIF1AX,SRP72,RPL35A,SRPR,EIF4EBP1,RPL37A,RPS29,RPL26L1,SEC61A1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,SSR3,RPS15,RPS25,RPN2,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPN1,APEH,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,SSR4,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,EEF1G,RPL18,RPL31,RPL6,RPLP0,RPL24,RPN2,RPS10,SSR1,SPCS3,RPS4Y1,SEC11A,RPL13A,RPL9,RPN1,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,DDOST,RPL17,RPS20,EIF3E,EIF2B1,RPS4Y1,SEC61G,RPS15A,SRP14,SRPRB,EIF3H,EIF3M,RPL4,RPS23,RPL10A
 REAC:72764	Eukaryotic Translation Termination	1.19e-39	1.19e-39	1	RPS5,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,RPL35A,RPL37A,RPS29,RPL26L1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,APEH,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPS10,RPS4Y1,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,RPL17
