	Fetal_Gut	Fetal_Ovary	Fetal_Placenta	Fetal_Testis	Fetal_Brain	Fetal_Heart	Fetal_Liver
MONOCARBOXYLIC ACID CATABOLIC PROCESS%GO%GO:0072329	0	1.0071691	1.075436	1.0296739	0	1.0110251	2.5568907
FATTY ACID OXIDATION%GO%GO:0019395	0	1.0393709	0.9527874	1.0068266	0	1.0742242	2.52698
LIPID OXIDATION%GO%GO:0034440	0	1.0322645	0.9352519	1.057156	0	1.0631942	2.5129163
PEROXISOME%KEGG%HSA04146	1.079765	0.9762297	1.2149711	1.0524449	0	0	2.5061576
BIOLOGICAL OXIDATIONS%REACTOME%REACT_13433.2	1.7974082	0.4889944	0.90985036	1.3512832	0	0	2.4981422
FATTY ACID CATABOLIC PROCESS%GO%GO:0009062	0	1.0433489	0.9404932	1.0829374	0	0.98053074	2.4770331
ORGANIC ACID CATABOLIC PROCESS%GO%GO:0016054	0	0.8715469	1.1476563	1.0622025	0	0.9259772	2.4634788
CARBOXYLIC ACID CATABOLIC PROCESS%GO%GO:0046395	0	0.8672398	1.1346194	1.0652361	0	0.92231107	2.440325
AMINO ACID AND DERIVATIVE METABOLISM%REACTOME%REACT_13.4	0	1.1384152	0	1.5220255	0	1.08714	2.4381723
RESPONSE TO XENOBIOTIC STIMULUS%GO%GO:0009410	1.7420981	0.46413115	0	1.3810856	0	0	2.4353657
CELLULAR RESPONSE TO XENOBIOTIC STIMULUS%GO%GO:0071466	1.7410098	0.46413597	0	1.3776461	0	0	2.4017587
XENOBIOTIC METABOLIC PROCESS%GO%GO:0006805	1.7296501	0.46434698	0	1.3527833	0	0	2.3968732
GLYCINE, SERINE AND THREONINE METABOLISM%KEGG%HSA00260	1.1597592	0.8415004	0	0.7220952	0	0.6404642	2.3964677
PHASE 1 - FUNCTIONALIZATION OF COMPOUNDS%REACTOME%REACT_13705.2	1.3656774	0	0.86679363	0.8417289	0	0.61713153	2.3929741
SERINE FAMILY AMINO ACID METABOLIC PROCESS%GO%GO:0009069	1.4695035	0.9120486	0	1.2413514	0.9202041	0.59252584	2.3684702
ALPHA-AMINO ACID METABOLIC PROCESS%GO%GO:1901605	1.0910627	0.8126739	1.0439376	0.98180264	0	1.0769029	2.3489988
FATTY ACID BETA-OXIDATION%GO%GO:0006635	0	1.1061766	0	1.117876	0	0.9530622	2.3276932
CELLULAR HORMONE METABOLIC PROCESS%GO%GO:0034754	0.9380612	0.7317021	1.3652495	1.2626902	0	0	2.3263137
ALPHA-AMINO ACID CATABOLIC PROCESS%GO%GO:1901606	0	0.6754533	1.0695039	0.8396496	0	0.90394163	2.2743297
CYTOCHROME P450 - ARRANGED BY SUBSTRATE TYPE%REACTOME%REACT_13567.2	1.3005697	0	0.9523471	1.0153201	0.6907073	0.720495	2.2710257
SMALL MOLECULE CATABOLIC PROCESS%GO%GO:0044282	0	0.8812411	0	1.0502515	0	0.882844	2.2639453
PROPANOATE METABOLISM%KEGG%HSA00640	0	0.79190063	0	1.2187561	0	1.2907962	2.25915
CELLULAR AMINO ACID CATABOLIC PROCESS%GO%GO:0009063	0	0.7740053	0	1.0054247	0	0.9660797	2.2589095
SINGLE-ORGANISM CATABOLIC PROCESS%GO%GO:0044712	0	0.88751876	0	1.0582495	0	0.884845	2.2577374
BILE ACID BIOSYNTHETIC PROCESS%GO%GO:0006699	1.0619633	0.5309095	0.8655611	0.86476976	0	0	2.2502718
STEROID HORMONE BIOSYNTHESIS%KEGG%HSA00140	1.4692166	0	1.3961189	1.2205259	0.6607446	0	2.2250164
STEROID METABOLIC PROCESS%GO%GO:0008202	1.2895273	0.9616887	1.0581032	1.5453101	0	0	2.2149112
PRIMARY BILE ACID BIOSYNTHESIS%KEGG%HSA00120	1.0249233	0	0	0.93849796	0	0	2.2066026
LIPID MODIFICATION%GO%GO:0030258	0	0.9506158	0	1.04682	0	0.7670345	2.203726
FATTY ACID &BETA;-OXIDATION I%HUMANCYC%FAO-PWY	0.95545816	0	0	0	0	1.0792145	2.201979
ALPHA-AMINO ACID BIOSYNTHETIC PROCESS%GO%GO:1901607	1.3550572	0.9829848	0	1.2763666	1.0252216	1.0606215	2.198466
CELLULAR ALDEHYDE METABOLIC PROCESS%GO%GO:0006081	0	0.58197564	0	0.96894836	0	0	2.18413
CARBOXYLIC ACID BIOSYNTHETIC PROCESS%GO%GO:0046394	1.0427865	0.8918579	0	1.1982571	0	0	2.1800573
SYNTHESIS OF BILE ACIDS AND BILE SALTS%REACTOME%REACT_11054.1	0.93170804	0	0.9521455	0.75966376	0	0	2.178851
BILE ACID METABOLIC PROCESS%GO%GO:0008206	0.9343876	0	0	0.792497	0	0	2.1766222
ORGANIC ACID BIOSYNTHETIC PROCESS%GO%GO:0016053	1.036718	0.89501566	0	1.2086467	0	0	2.1733677
PENTOSE AND GLUCURONATE INTERCONVERSIONS%KEGG%HSA00040	1.8531015	0	0	0	0	0	2.1631823
BILE ACID AND BILE SALT METABOLISM%REACTOME%REACT_11040.2	1.253662	0	0.86637855	0.6552445	0	0	2.1536455
FATTY ACID METABOLIC PROCESS%GO%GO:0006631	0	0.68405735	0	0.8670112	0	0.6728468	2.1490867
BETA-ALANINE METABOLISM%KEGG%HSA00410	0.7261273	0	0	1.3052739	0	0	2.1409037
SMALL MOLECULE BIOSYNTHETIC PROCESS%GO%GO:0044283	0	1.0071397	0	1.3191018	0	0	2.1322677
FATTY-ACYL-COA METABOLIC PROCESS%GO%GO:0035337	1.1418505	0.9985623	0	1.354408	0	0	2.1269352
MONOCARBOXYLIC ACID METABOLIC PROCESS%GO%GO:0032787	0	0.67001253	0	0.92036384	0	0.7266779	2.1251616
PEROXISOMAL LIPID METABOLISM%REACTOME%REACT_16957.2	1.246847	1.2025459	1.1202862	1.3322968	0	0	2.1221826
SINGLE-ORGANISM BIOSYNTHETIC PROCESS%GO%GO:0044711	0.92086345	1.0116059	0	1.3295943	0	0	2.1015944
PORPHYRIN AND CHLOROPHYLL METABOLISM%KEGG%HSA00860	1.0291045	0.9548288	0.9971714	0.93008125	0	0	2.10089
CELLULAR AMINO ACID BIOSYNTHETIC PROCESS%GO%GO:0008652	1.2574186	0.97359216	0	1.3524048	0	0	2.090997
VALINE, LEUCINE AND ISOLEUCINE DEGRADATION%KEGG%HSA00280	0	1.0431238	0	1.2520337	0	1.353402	2.0903368
REGULATION OF TRANSCRIPTION INVOLVED IN G1/S PHASE OF MITOTIC CELL CYCLE%GO%GO:0000083	0.67971355	1.6012769	0.8880745	1.5922992	0.5799591	1.4233754	2.0784707
HORMONE METABOLIC PROCESS%GO%GO:0042445	1.6779552	0.59740305	1.6272153	1.1006966	0	0	2.0705233
FATTY ACYL-COA BIOSYNTHESIS%REACTOME%REACT_1319.2	0.89575183	0.8695341	0	1.2883221	0	0	2.0676122
CELLULAR AMINO ACID METABOLIC PROCESS%GO%GO:0006520	1.0768925	1.087113	0	1.2465229	0	0.8998806	2.053768
LONG-CHAIN FATTY-ACYL-COA METABOLIC PROCESS%GO%GO:0035336	1.2502354	0.93401414	0	1.3776709	0	0	2.0505486
SULFUR AMINO ACID METABOLIC PROCESS%GO%GO:0000096	0	1.0446802	0	1.5131652	0	0	2.0499399
HISTIDINE METABOLISM%KEGG%HSA00340	1.0334625	0	0	0.9051723	0	0	2.0468218
G1 S-SPECIFIC TRANSCRIPTION%REACTOME%REACT_683.3	0.6957946	1.5501579	0.9363075	1.5529603	0.71417964	1.5345385	2.0418813
LONG-CHAIN FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GO%GO:0035338	0.97037804	0.9167874	0	1.3981979	0	0	2.0400267
ALANINE, ASPARTATE AND GLUTAMATE METABOLISM%KEGG%HSA00250	1.1167489	0	0	0	0	0	2.0385628
THIOESTER METABOLIC PROCESS%GO%GO:0035383	0	1.0686383	0	1.389551	0	0	2.0315812
MITOCHONDRIAL FATTY ACID BETA-OXIDATION%REACTOME%REACT_1473.1	0	0.7888026	0	0.6665034	0	1.4739251	2.0280802
ONE CARBON POOL BY FOLATE%KEGG%HSA00670	1.0611162	1.133462	0	0.967378	0	1.0313182	2.0254393
ACYL-COA METABOLIC PROCESS%GO%GO:0006637	0	1.0669109	0	1.3869196	0	0	2.0209262
ARGININE AND PROLINE METABOLISM%KEGG%HSA00330	1.4347287	0	1.0986317	0.8947262	0	0.85654485	2.0167239
PRIMARY ALCOHOL METABOLIC PROCESS%GO%GO:0034308	0	0	0	0	0	0	2.0122645
REGULATION OF HORMONE LEVELS%GO%GO:0010817	1.8394651	0.57567275	1.5894064	1.017508	0	0	2.0092106
FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GO%GO:0046949	0.9883891	0.9337339	0	1.4028811	0	0	2.0040574
CELLULAR LIPID CATABOLIC PROCESS%GO%GO:0044242	0.8475115	0.99656826	1.3893052	1.2243905	0	0.9484248	2.002393
LIPID CATABOLIC PROCESS%GO%GO:0016042	0.9278821	0.87559265	1.4051555	1.1804324	0	0.78909314	1.9988632
DICARBOXYLIC ACID METABOLIC PROCESS%GO%GO:0043648	0	0.62057257	0	0	0	0	1.9859991
MINERAL ABSORPTION%KEGG%HSA04978	1.55048	0.5684313	0	0	0.92544234	1.3991561	1.9691415
BUTANOATE METABOLISM%KEGG%HSA00650	0	1.0722983	0	0.8564428	0	1.3193116	1.9598545
SULFUR AMINO ACID METABOLISM%REACTOME%REACT_115639.1	0	0.912522	0	1.5052673	0	0	1.9580854
GLUTAMINE FAMILY AMINO ACID METABOLIC PROCESS%GO%GO:0009064	1.4499117	0.77186084	0	0	0	0	1.9441686
AROMATIC AMINO ACID FAMILY CATABOLIC PROCESS%GO%GO:0009074	0	0.57671106	0.89495033	0.9616716	0	0	1.9338558
ORGANIC HYDROXY COMPOUND BIOSYNTHETIC PROCESS%GO%GO:1901617	0	1.2585446	0	1.6635497	0.85423917	0	1.9336246
TRYPTOPHAN METABOLISM%KEGG%HSA00380	0	0	0	0	0	0	1.9314758
TYROSINE METABOLISM%KEGG%HSA00350	0.9618356	0	0	0	0	0	1.925573
CYSTEINE AND METHIONINE METABOLISM%KEGG%HSA00270	0	1.1196693	0	1.6141162	0.8467347	1.0548595	1.9175766
PHENYLALANINE METABOLISM%KEGG%HSA00360	0.9036742	0	0	0	0	0	1.9017208
ANDROGEN METABOLIC PROCESS%GO%GO:0008209	0.88027674	1.0054406	1.1175762	1.5806617	0.5978821	0	1.8998463
ISOPRENOID METABOLIC PROCESS%GO%GO:0006720	1.0984437	0	0.9013672	0.7211313	0	0	1.8935139
COFACTOR METABOLIC PROCESS%GO%GO:0051186	0	1.0099428	0	1.4305683	0	0	1.8902175
MONOCARBOXYLIC ACID BIOSYNTHETIC PROCESS%GO%GO:0072330	0.8494656	0.77608925	0	1.0503976	0	0	1.8855027
PLASMA LIPOPROTEIN PARTICLE ORGANIZATION%GO%GO:0071827	1.4730918	0	1.0210772	0	0	0	1.8776388
GLUTAMATE METABOLIC PROCESS%GO%GO:0006536	0	0	0	0	0	0	1.8695735
PROTEIN-LIPID COMPLEX SUBUNIT ORGANIZATION%GO%GO:0071825	1.4911585	0	0.983544	0	0	0	1.85667
COENZYME METABOLIC PROCESS%GO%GO:0006732	0	1.0163856	0	1.3441646	0	0	1.8384372
OXIDATION-REDUCTION PROCESS%GO%GO:0055114	0	0.8299684	0	1.0981213	0	1.4059124	1.8331741
CHOLESTEROL HOMEOSTASIS%GO%GO:0042632	1.5850722	0	1.3315368	0.76073766	0	0.6612691	1.827231
ACYLGLYCEROL HOMEOSTASIS%GO%GO:0055090	1.7208091	0.5160381	1.550181	0.7786549	0.4761211	1.0143692	1.8251494
STEROL HOMEOSTASIS%GO%GO:0055092	1.5940037	0	1.3669027	0.7630521	0	0.66281706	1.8202704
SULFUR COMPOUND METABOLIC PROCESS%GO%GO:0006790	1.5117381	0.9904176	1.2822049	1.55001	0	0	1.8188288
PYRIMIDINE NUCLEOSIDE METABOLIC PROCESS%GO%GO:0006213	1.2317976	0.95576704	0	1.3041258	0	0.7440862	1.8150685
FAT-SOLUBLE VITAMIN METABOLIC PROCESS%GO%GO:0006775	1.0482116	0	1.5698599	0.96635294	0	0.6910034	1.8087918
AROMATIC AMINO ACID FAMILY METABOLIC PROCESS%GO%GO:0009072	0	0	0.8327239	0.9822217	0	0	1.8064326
PROTEIN EXPORT%KEGG%HSA03060	0	1.1008942	1.3531355	1.1453906	0	0	1.8026981
TRIGLYCERIDE HOMEOSTASIS%GO%GO:0070328	1.7528161	0.5297153	1.5925001	0.7593728	0.47249007	1.020006	1.8020159
ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME%REACT_111119.1	0	1.0348372	1.7662505	1.5869387	0	1.0766776	1.7927885
TETRAPYRROLE BIOSYNTHETIC PROCESS%GO%GO:0033014	0	1.2120255	0	1.4813865	0	0.9083554	1.7915306
ER-ASSOCIATED PROTEIN CATABOLIC PROCESS%GO%GO:0030433	0	1.5513631	1.3476665	1.4739348	0	0	1.7912602
CELLULAR MODIFIED AMINO ACID METABOLIC PROCESS%GO%GO:0006575	0.9856294	0.82449573	0	1.2853066	0	0	1.7904013
PORPHYRIN-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GO%GO:0006779	0	1.2154449	0	1.4897318	0	0.90238523	1.7898921
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I%GO%GO:0042590	0	1.022093	1.7866402	1.6163276	0	1.0516611	1.7876354
FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	1.5897249	0	1.1615782	0	0.6921254	1.2225382	1.7851737
HYDROGEN PEROXIDE METABOLIC PROCESS%GO%GO:0042743	0	0.84024906	1.7946115	1.1879659	0	1.009328	1.7834253
GLYOXYLATE AND DICARBOXYLATE METABOLISM%KEGG%HSA00630	0	0.8667651	0	1.0140207	0	1.2954061	1.7818847
REVERSE CHOLESTEROL TRANSPORT%GO%GO:0043691	1.4257203	0	1.2036315	0	0	0	1.781694
HEME BIOSYNTHETIC PROCESS%GO%GO:0006783	0	1.1753975	0.99253035	1.4605345	0	0.873232	1.7789032
TERPENOID METABOLIC PROCESS%GO%GO:0006721	1.3258545	0	0.88425046	0	0	0	1.7758056
ANATOMICAL STRUCTURE HOMEOSTASIS%GO%GO:0060249	1.6200854	1.2621207	0.8896829	1.5096428	1.0901604	1.6020787	1.773772
TETRAPYRROLE METABOLIC PROCESS%GO%GO:0033013	0	1.08989	0	1.5053418	0	0.8057128	1.7731661
DRUG METABOLISM - OTHER ENZYMES%KEGG%HSA00983	1.3962466	0	0	0	0	0	1.7725897
CELLULAR RESPONSE TO METAL ION%GO%GO:0071248	1.3403492	0.6641362	0.885293	0	0	1.4138136	1.7715052
ERYTHROCYTE HOMEOSTASIS%GO%GO:0034101	1.2674603	1.0682977	1.4143804	1.1394494	0.67646533	0.7149365	1.7713366
NITROGEN METABOLISM%KEGG%HSA00910	0	0	0	0	0	0	1.7655938
PYRIDINE-CONTAINING COMPOUND METABOLIC PROCESS%GO%GO:0072524	1.0518311	0.78621525	0	1.3321706	0	0	1.7621539
BILE SECRETION%KEGG%HSA04976	1.0040315	0	1.0386441	0.67988646	1.5336881	1.1269668	1.7612637
REGULATION OF PLASMA LIPOPROTEIN PARTICLE LEVELS%GO%GO:0097006	1.3270891	0	1.4780178	0	0	0	1.7517332
DITERPENOID METABOLIC PROCESS%GO%GO:0016101	1.1793579	0	0.9540087	0	0	0	1.7455442
RETINOID METABOLIC PROCESS%GO%GO:0001523	1.1746914	0	0.96686405	0	0	0	1.7417456
NADP METABOLIC PROCESS%GO%GO:0006739	0	1.258224	0.9088769	1.6848769	0	0	1.7406379
PPAR SIGNALING PATHWAY%KEGG%HSA03320	1.3806356	0	0	0	0	0.71253014	1.738296
SINGLE-ORGANISM CARBOHYDRATE METABOLIC PROCESS%GO%GO:0044723	1.1930339	0.9319455	1.4406985	0.95305735	0	0.6482162	1.7372401
PYRIMIDINE NUCLEOBASE METABOLIC PROCESS%GO%GO:0006206	1.0951004	0.8260854	0	0.8455416	0	0	1.7355556
PURINE NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS%GO%GO:0034032	1.8280385	0.991137	0	1.4689302	0	0	1.7339073
P38 SIGNALING MEDIATED BY MAPKAP KINASES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P38 SIGNALING MEDIATED BY MAPKAP KINASES	0	0.6879719	1.1985115	1.3382479	1.4557958	1.5546346	1.7297302
PLASMA LIPOPROTEIN PARTICLE REMODELING%GO%GO:0034369	1.4684821	0	1.056468	0	0	0	1.7295265
